Metro,Date,ZHVI
"Sterling, CO",2002-09-30,104797.13492605551
"Craig, CO",2002-09-30,118674.48272173812
"Denver, CO",2002-10-31,247137.46352011524
"Colorado Springs, CO",2002-10-31,197398.78993588008
"Fort Collins, CO",2002-10-31,243810.4680369896
"Boulder, CO",2002-10-31,303861.3157391331
"Greeley, CO",2002-10-31,213716.58621178672
"Pueblo, CO",2002-10-31,117409.87501916052
"Grand Junction, CO",2002-10-31,160750.36069545848
"Glenwood Springs, CO",2002-10-31,243747.3443856817
"Edwards, CO",2002-10-31,346814.90902468
"Durango, CO",2002-10-31,
"Ca-¦on City, CO",2002-10-31,
"Montrose, CO",2002-10-31,146286.3806217117
"Breckenridge, CO",2002-10-31,
"Fort Morgan, CO",2002-10-31,
"Steamboat Springs, CO",2002-10-31,276806.7250967428
"Sterling, CO",2002-10-31,104837.20379095356
"Craig, CO",2002-10-31,119120.94331432252
"Denver, CO",2002-11-30,247667.6637509665
"Colorado Springs, CO",2002-11-30,198067.7496594355
"Fort Collins, CO",2002-11-30,244088.34374795167
"Boulder, CO",2002-11-30,304092.49762696604
"Greeley, CO",2002-11-30,214473.75093274703
"Pueblo, CO",2002-11-30,117614.22243943416
"Grand Junction, CO",2002-11-30,161745.24270315957
"Glenwood Springs, CO",2002-11-30,244421.86363821945
"Edwards, CO",2002-11-30,348382.266388557
"Durango, CO",2002-11-30,
"Ca-¦on City, CO",2002-11-30,
"Montrose, CO",2002-11-30,146478.95381005373
"Breckenridge, CO",2002-11-30,
"Fort Morgan, CO",2002-11-30,
"Steamboat Springs, CO",2002-11-30,277457.866001298
"Sterling, CO",2002-11-30,104858.07729029292
"Craig, CO",2002-11-30,119493.12432670793
"Denver, CO",2002-12-31,248003.70433755143
"Colorado Springs, CO",2002-12-31,198445.1522639574
"Fort Collins, CO",2002-12-31,244034.6596209169
"Boulder, CO",2002-12-31,303083.2028990954
"Greeley, CO",2002-12-31,215179.34197639104
"Pueblo, CO",2002-12-31,117749.89132464472
"Grand Junction, CO",2002-12-31,162478.86112315647
"Glenwood Springs, CO",2002-12-31,244913.8266009826
"Edwards, CO",2002-12-31,349898.1790892544
"Durango, CO",2002-12-31,
"Ca-¦on City, CO",2002-12-31,
"Montrose, CO",2002-12-31,146662.41148515037
"Breckenridge, CO",2002-12-31,
"Fort Morgan, CO",2002-12-31,
"Steamboat Springs, CO",2002-12-31,277910.7464770531
"Sterling, CO",2002-12-31,104831.32921435533
"Craig, CO",2002-12-31,119737.790966294
"Denver, CO",2003-01-31,248093.6284552069
"Colorado Springs, CO",2003-01-31,198643.9722185702
"Fort Collins, CO",2003-01-31,243397.48990666776
"Boulder, CO",2003-01-31,302827.9551770886
"Greeley, CO",2003-01-31,215778.4849702346
"Pueblo, CO",2003-01-31,117848.60255568782
"Grand Junction, CO",2003-01-31,163114.72178691975
"Glenwood Springs, CO",2003-01-31,244960.53078319287
"Edwards, CO",2003-01-31,350971.9572916732
"Durango, CO",2003-01-31,
"Ca-¦on City, CO",2003-01-31,
"Montrose, CO",2003-01-31,146826.9815896642
"Breckenridge, CO",2003-01-31,
"Fort Morgan, CO",2003-01-31,
"Steamboat Springs, CO",2003-01-31,277902.8745800689
"Sterling, CO",2003-01-31,104820.89689655666
"Craig, CO",2003-01-31,119601.40900101291
"Denver, CO",2003-02-28,248132.03366607532
"Colorado Springs, CO",2003-02-28,198920.2908375092
"Fort Collins, CO",2003-02-28,242626.847882711
"Boulder, CO",2003-02-28,302037.35445858573
"Greeley, CO",2003-02-28,216301.35086275023
"Pueblo, CO",2003-02-28,118097.70885205855
"Grand Junction, CO",2003-02-28,163506.73037269816
"Glenwood Springs, CO",2003-02-28,245629.0015004192
"Edwards, CO",2003-02-28,352408.25295485323
"Durango, CO",2003-02-28,
"Ca-¦on City, CO",2003-02-28,
"Montrose, CO",2003-02-28,147176.74459092045
"Breckenridge, CO",2003-02-28,
"Fort Morgan, CO",2003-02-28,
"Steamboat Springs, CO",2003-02-28,278074.59122389794
"Sterling, CO",2003-02-28,104913.68446607282
"Craig, CO",2003-02-28,119392.5207573865
"Denver, CO",2003-03-31,248453.90126433023
"Colorado Springs, CO",2003-03-31,199491.58607556493
"Fort Collins, CO",2003-03-31,242222.33980217
"Boulder, CO",2003-03-31,301702.9825117917
"Greeley, CO",2003-03-31,216538.6750731796
"Pueblo, CO",2003-03-31,118547.81158942556
"Grand Junction, CO",2003-03-31,164215.53360487384
"Glenwood Springs, CO",2003-03-31,246323.4506666197
"Edwards, CO",2003-03-31,353731.9767609346
"Durango, CO",2003-03-31,
"Ca-¦on City, CO",2003-03-31,
"Montrose, CO",2003-03-31,147588.13901206123
"Breckenridge, CO",2003-03-31,
"Fort Morgan, CO",2003-03-31,
"Steamboat Springs, CO",2003-03-31,278385.1304475754
"Sterling, CO",2003-03-31,105058.4002872582
"Craig, CO",2003-03-31,119053.85203536256
"Denver, CO",2003-04-30,248758.8296321443
"Colorado Springs, CO",2003-04-30,200038.6173070965
"Fort Collins, CO",2003-04-30,242809.70693437383
"Boulder, CO",2003-04-30,301129.6555215229
"Greeley, CO",2003-04-30,216783.92167683557
"Pueblo, CO",2003-04-30,118983.8050643893
"Grand Junction, CO",2003-04-30,165081.0418846166
"Glenwood Springs, CO",2003-04-30,247142.79216636217
"Edwards, CO",2003-04-30,354723.4255086144
"Durango, CO",2003-04-30,
"Ca-¦on City, CO",2003-04-30,
"Montrose, CO",2003-04-30,147950.7409462854
"Breckenridge, CO",2003-04-30,
"Fort Morgan, CO",2003-04-30,
"Steamboat Springs, CO",2003-04-30,278839.95711401553
"Sterling, CO",2003-04-30,105078.91599252558
"Craig, CO",2003-04-30,119121.48110780292
"Denver, CO",2003-05-31,248854.4428754469
"Colorado Springs, CO",2003-05-31,200600.51357139932
"Fort Collins, CO",2003-05-31,244045.8678246896
"Boulder, CO",2003-05-31,300857.8171777486
"Greeley, CO",2003-05-31,216819.19310588727
"Pueblo, CO",2003-05-31,119374.630518354
"Grand Junction, CO",2003-05-31,166231.11869337285
"Glenwood Springs, CO",2003-05-31,246669.2754202753
"Edwards, CO",2003-05-31,355413.3586268702
"Durango, CO",2003-05-31,
"Ca-¦on City, CO",2003-05-31,
"Montrose, CO",2003-05-31,148224.2498386603
"Breckenridge, CO",2003-05-31,299910.1298782629
"Fort Morgan, CO",2003-05-31,
"Steamboat Springs, CO",2003-05-31,279064.8535751344
"Sterling, CO",2003-05-31,104957.43621738302
"Craig, CO",2003-05-31,119303.55292012572
"Denver, CO",2003-06-30,248686.7509532504
"Colorado Springs, CO",2003-06-30,201030.8227586761
"Fort Collins, CO",2003-06-30,245279.24452710603
"Boulder, CO",2003-06-30,300908.908913367
"Greeley, CO",2003-06-30,217148.1307280555
"Pueblo, CO",2003-06-30,119657.05958252902
"Grand Junction, CO",2003-06-30,167199.048467528
"Glenwood Springs, CO",2003-06-30,246240.5353161102
"Edwards, CO",2003-06-30,356232.51460209006
"Durango, CO",2003-06-30,
"Ca-¦on City, CO",2003-06-30,
"Montrose, CO",2003-06-30,148322.94556064298
"Breckenridge, CO",2003-06-30,300858.32970764046
"Fort Morgan, CO",2003-06-30,
"Steamboat Springs, CO",2003-06-30,279300.32131461264
"Sterling, CO",2003-06-30,104758.54672040373
"Craig, CO",2003-06-30,119732.64620346732
"Denver, CO",2003-07-31,248617.78393149076
"Colorado Springs, CO",2003-07-31,201668.5708826797
"Fort Collins, CO",2003-07-31,246160.36093970216
"Boulder, CO",2003-07-31,300406.15633563587
"Greeley, CO",2003-07-31,217179.29083470107
"Pueblo, CO",2003-07-31,120012.17322271098
"Grand Junction, CO",2003-07-31,168165.20768088702
"Glenwood Springs, CO",2003-07-31,246102.0320046669
"Edwards, CO",2003-07-31,357144.3141503374
"Durango, CO",2003-07-31,
"Ca-¦on City, CO",2003-07-31,
"Montrose, CO",2003-07-31,148380.55071014783
"Breckenridge, CO",2003-07-31,301121.72173498926
"Fort Morgan, CO",2003-07-31,
"Steamboat Springs, CO",2003-07-31,279426.58388182387
"Sterling, CO",2003-07-31,104674.4224355946
"Craig, CO",2003-07-31,120295.67427420364
"Denver, CO",2003-08-31,248637.1010084327
"Colorado Springs, CO",2003-08-31,202166.044550323
"Fort Collins, CO",2003-08-31,246885.6305211275
"Boulder, CO",2003-08-31,300527.31998548267
"Greeley, CO",2003-08-31,217298.6593509224
"Pueblo, CO",2003-08-31,120392.15202584224
"Grand Junction, CO",2003-08-31,169143.69963460774
"Glenwood Springs, CO",2003-08-31,246867.5102893806
"Edwards, CO",2003-08-31,358269.0162621758
"Durango, CO",2003-08-31,
"Ca-¦on City, CO",2003-08-31,
"Montrose, CO",2003-08-31,148686.86587736657
"Breckenridge, CO",2003-08-31,302203.4535967205
"Fort Morgan, CO",2003-08-31,
"Steamboat Springs, CO",2003-08-31,280123.07509281696
"Sterling, CO",2003-08-31,104808.28049699952
"Craig, CO",2003-08-31,121121.9580272069
"Denver, CO",2003-09-30,248844.60771512424
"Colorado Springs, CO",2003-09-30,202694.00246370232
"Fort Collins, CO",2003-09-30,247491.3872736813
"Boulder, CO",2003-09-30,300344.97748079017
"Greeley, CO",2003-09-30,217254.9995940211
"Pueblo, CO",2003-09-30,120842.81773594853
"Grand Junction, CO",2003-09-30,170160.90444159575
"Glenwood Springs, CO",2003-09-30,247452.5974841166
"Edwards, CO",2003-09-30,359298.231778047
"Durango, CO",2003-09-30,
"Ca-¦on City, CO",2003-09-30,
"Montrose, CO",2003-09-30,149207.3001520626
"Breckenridge, CO",2003-09-30,303420.01324914675
"Fort Morgan, CO",2003-09-30,
"Steamboat Springs, CO",2003-09-30,281024.80292146263
"Sterling, CO",2003-09-30,105116.42334251924
"Craig, CO",2003-09-30,122081.9122503937
"Denver, CO",2003-10-31,249103.4150094693
"Colorado Springs, CO",2003-10-31,203038.28770852357
"Fort Collins, CO",2003-10-31,247644.4143030437
"Boulder, CO",2003-10-31,300210.24530741805
"Greeley, CO",2003-10-31,217373.49978424888
"Pueblo, CO",2003-10-31,121368.80235371772
"Grand Junction, CO",2003-10-31,171167.7035827311
"Glenwood Springs, CO",2003-10-31,247818.5746534334
"Edwards, CO",2003-10-31,360884.9585697802
"Durango, CO",2003-10-31,
"Ca-¦on City, CO",2003-10-31,
"Montrose, CO",2003-10-31,149883.9183209217
"Breckenridge, CO",2003-10-31,305050.2017760418
"Fort Morgan, CO",2003-10-31,
"Steamboat Springs, CO",2003-10-31,282393.3597461421
"Sterling, CO",2003-10-31,105477.96029659838
"Craig, CO",2003-10-31,122898.51558660576
"Denver, CO",2003-11-30,249692.3456853604
"Colorado Springs, CO",2003-11-30,203561.026462422
"Fort Collins, CO",2003-11-30,247432.62502706933
"Boulder, CO",2003-11-30,299163.9253041813
"Greeley, CO",2003-11-30,217553.59105267172
"Pueblo, CO",2003-11-30,121790.4094234798
"Grand Junction, CO",2003-11-30,172164.9499876058
"Glenwood Springs, CO",2003-11-30,247916.2640902832
"Edwards, CO",2003-11-30,362394.48397208034
"Durango, CO",2003-11-30,
"Ca-¦on City, CO",2003-11-30,
"Montrose, CO",2003-11-30,150321.3918119189
"Breckenridge, CO",2003-11-30,306736.34727112093
"Fort Morgan, CO",2003-11-30,
"Steamboat Springs, CO",2003-11-30,283412.4926834605
"Sterling, CO",2003-11-30,105691.56322075444
"Craig, CO",2003-11-30,123317.16149744613
"Denver, CO",2003-12-31,250322.84163878
"Colorado Springs, CO",2003-12-31,204100.04679151555
"Fort Collins, CO",2003-12-31,247035.34308482308
"Boulder, CO",2003-12-31,298577.78092068195
"Greeley, CO",2003-12-31,217651.780078776
"Pueblo, CO",2003-12-31,122163.92521658668
"Grand Junction, CO",2003-12-31,173111.91098264116
"Glenwood Springs, CO",2003-12-31,248063.12579580923
"Edwards, CO",2003-12-31,363771.1339486355
"Durango, CO",2003-12-31,
"Ca-¦on City, CO",2003-12-31,
"Montrose, CO",2003-12-31,150712.5706378945
"Breckenridge, CO",2003-12-31,307819.59202864044
"Fort Morgan, CO",2003-12-31,
"Steamboat Springs, CO",2003-12-31,284243.7858746342
"Sterling, CO",2003-12-31,105813.9782118094
"Craig, CO",2003-12-31,123588.23787021491
"Denver, CO",2004-01-31,250776.978464954
"Colorado Springs, CO",2004-01-31,204625.27783778252
"Fort Collins, CO",2004-01-31,247062.3910213243
"Boulder, CO",2004-01-31,298271.687396023
"Greeley, CO",2004-01-31,217834.8947055236
"Pueblo, CO",2004-01-31,122563.38307371776
"Grand Junction, CO",2004-01-31,174149.26099452333
"Glenwood Springs, CO",2004-01-31,248056.7291224775
"Edwards, CO",2004-01-31,365148.5725787203
"Durango, CO",2004-01-31,
"Ca-¦on City, CO",2004-01-31,
"Montrose, CO",2004-01-31,151109.66816820495
"Breckenridge, CO",2004-01-31,308875.3331817152
"Fort Morgan, CO",2004-01-31,
"Steamboat Springs, CO",2004-01-31,284820.2785526307
"Sterling, CO",2004-01-31,105987.23757506482
"Craig, CO",2004-01-31,123656.11903013808
"Denver, CO",2004-02-29,250962.40928588435
"Colorado Springs, CO",2004-02-29,204997.84442297128
"Fort Collins, CO",2004-02-29,247530.8029282475
"Boulder, CO",2004-02-29,299052.5371598752
"Greeley, CO",2004-02-29,218100.58111973276
"Pueblo, CO",2004-02-29,122959.44189311955
"Grand Junction, CO",2004-02-29,175278.2621885127
"Glenwood Springs, CO",2004-02-29,248505.4014011414
"Edwards, CO",2004-02-29,366481.0069453141
"Durango, CO",2004-02-29,
"Ca-¦on City, CO",2004-02-29,
"Montrose, CO",2004-02-29,151634.21584285624
"Breckenridge, CO",2004-02-29,309372.12677048886
"Fort Morgan, CO",2004-02-29,
"Steamboat Springs, CO",2004-02-29,285562.48358366854
"Sterling, CO",2004-02-29,106260.59147636876
"Craig, CO",2004-02-29,123835.68184866414
"Denver, CO",2004-03-31,251148.69814563557
"Colorado Springs, CO",2004-03-31,205257.90762897895
"Fort Collins, CO",2004-03-31,248598.92267496648
"Boulder, CO",2004-03-31,299974.8494499843
"Greeley, CO",2004-03-31,218583.64553307823
"Pueblo, CO",2004-03-31,123323.27885927548
"Grand Junction, CO",2004-03-31,176634.34709444005
"Glenwood Springs, CO",2004-03-31,249070.93553005057
"Edwards, CO",2004-03-31,368100.8431238511
"Durango, CO",2004-03-31,
"Ca-¦on City, CO",2004-03-31,
"Montrose, CO",2004-03-31,152174.65065234518
"Breckenridge, CO",2004-03-31,309546.86490040395
"Fort Morgan, CO",2004-03-31,
"Steamboat Springs, CO",2004-03-31,286423.0601597871
"Sterling, CO",2004-03-31,106613.98305937838
"Craig, CO",2004-03-31,123963.96818549933
"Denver, CO",2004-04-30,251632.30170843456
"Colorado Springs, CO",2004-04-30,205644.6268152401
"Fort Collins, CO",2004-04-30,249713.27562713763
"Boulder, CO",2004-04-30,300837.97739735217
"Greeley, CO",2004-04-30,219048.17990355636
"Pueblo, CO",2004-04-30,123588.76914573267
"Grand Junction, CO",2004-04-30,177939.95592567977
"Glenwood Springs, CO",2004-04-30,249958.6291165826
"Edwards, CO",2004-04-30,369523.1664325208
"Durango, CO",2004-04-30,
"Ca-¦on City, CO",2004-04-30,
"Montrose, CO",2004-04-30,152726.8602208007
"Breckenridge, CO",2004-04-30,309644.75567401777
"Fort Morgan, CO",2004-04-30,
"Steamboat Springs, CO",2004-04-30,287500.2034124564
"Sterling, CO",2004-04-30,106900.41284443784
"Craig, CO",2004-04-30,124361.64310041408
"Denver, CO",2004-05-31,252284.89942134032
"Colorado Springs, CO",2004-05-31,206182.89717499967
"Fort Collins, CO",2004-05-31,251039.0674566743
"Boulder, CO",2004-05-31,302029.415873236
"Greeley, CO",2004-05-31,219540.8276979651
"Pueblo, CO",2004-05-31,124004.35754106154
"Grand Junction, CO",2004-05-31,179206.80494912234
"Glenwood Springs, CO",2004-05-31,250918.90684320903
"Edwards, CO",2004-05-31,370934.0089926245
"Durango, CO",2004-05-31,
"Ca-¦on City, CO",2004-05-31,
"Montrose, CO",2004-05-31,153367.55596245136
"Breckenridge, CO",2004-05-31,309866.0672772511
"Fort Morgan, CO",2004-05-31,
"Steamboat Springs, CO",2004-05-31,288792.86918470595
"Sterling, CO",2004-05-31,107182.42525397752
"Craig, CO",2004-05-31,125175.626713174
"Denver, CO",2004-06-30,252929.2190126893
"Colorado Springs, CO",2004-06-30,207015.0398509768
"Fort Collins, CO",2004-06-30,252114.26990463064
"Boulder, CO",2004-06-30,303672.0142957591
"Greeley, CO",2004-06-30,219798.1546233337
"Pueblo, CO",2004-06-30,124432.70853028855
"Grand Junction, CO",2004-06-30,180204.60880606624
"Glenwood Springs, CO",2004-06-30,251839.4299458915
"Edwards, CO",2004-06-30,372302.5120543868
"Durango, CO",2004-06-30,
"Ca-¦on City, CO",2004-06-30,
"Montrose, CO",2004-06-30,154066.9991298976
"Breckenridge, CO",2004-06-30,310818.51198507013
"Fort Morgan, CO",2004-06-30,
"Steamboat Springs, CO",2004-06-30,290273.27542579
"Sterling, CO",2004-06-30,107469.13316210608
"Craig, CO",2004-06-30,126159.2776299545
"Denver, CO",2004-07-31,253491.5718923045
"Colorado Springs, CO",2004-07-31,207936.57502351105
"Fort Collins, CO",2004-07-31,252891.09374523984
"Boulder, CO",2004-07-31,304773.3549152967
"Greeley, CO",2004-07-31,220161.6316428093
"Pueblo, CO",2004-07-31,124910.72012802308
"Grand Junction, CO",2004-07-31,181216.9340485604
"Glenwood Springs, CO",2004-07-31,252895.3768729228
"Edwards, CO",2004-07-31,374047.2339354608
"Durango, CO",2004-07-31,
"Ca-¦on City, CO",2004-07-31,
"Montrose, CO",2004-07-31,154797.24903646382
"Breckenridge, CO",2004-07-31,311790.7308515256
"Fort Morgan, CO",2004-07-31,
"Steamboat Springs, CO",2004-07-31,291755.6530871784
"Sterling, CO",2004-07-31,107845.73867559367
"Craig, CO",2004-07-31,127287.9700007086
"Denver, CO",2004-08-31,254031.70084168535
"Colorado Springs, CO",2004-08-31,208884.10548595103
"Fort Collins, CO",2004-08-31,253224.1575818054
"Boulder, CO",2004-08-31,305423.8654243117
"Greeley, CO",2004-08-31,220627.92326511463
"Pueblo, CO",2004-08-31,125454.67025479687
"Grand Junction, CO",2004-08-31,182230.95798191603
"Glenwood Springs, CO",2004-08-31,253974.19672743545
"Edwards, CO",2004-08-31,376422.6557396479
"Durango, CO",2004-08-31,
"Ca-¦on City, CO",2004-08-31,
"Montrose, CO",2004-08-31,155492.3130635541
"Breckenridge, CO",2004-08-31,313012.1651215188
"Fort Morgan, CO",2004-08-31,
"Steamboat Springs, CO",2004-08-31,293014.69940162305
"Sterling, CO",2004-08-31,108205.32187409268
"Craig, CO",2004-08-31,128344.35772801888
"Denver, CO",2004-09-30,254288.29580866115
"Colorado Springs, CO",2004-09-30,209599.07579045143
"Fort Collins, CO",2004-09-30,253228.96457254156
"Boulder, CO",2004-09-30,305538.0310227696
"Greeley, CO",2004-09-30,221418.5773408742
"Pueblo, CO",2004-09-30,126015.97207360058
"Grand Junction, CO",2004-09-30,183391.01145136435
"Glenwood Springs, CO",2004-09-30,255022.4130569312
"Edwards, CO",2004-09-30,379907.28071510606
"Durango, CO",2004-09-30,
"Ca-¦on City, CO",2004-09-30,
"Montrose, CO",2004-09-30,156207.83968237633
"Breckenridge, CO",2004-09-30,314354.8731116891
"Fort Morgan, CO",2004-09-30,
"Steamboat Springs, CO",2004-09-30,294188.5171767726
"Sterling, CO",2004-09-30,108524.70252470487
"Craig, CO",2004-09-30,129592.93242852551
"Denver, CO",2004-10-31,254588.75849660672
"Colorado Springs, CO",2004-10-31,210224.726762599
"Fort Collins, CO",2004-10-31,253221.5766683682
"Boulder, CO",2004-10-31,306126.99557293043
"Greeley, CO",2004-10-31,221919.4177660908
"Pueblo, CO",2004-10-31,126408.9400476911
"Grand Junction, CO",2004-10-31,184676.85808313813
"Glenwood Springs, CO",2004-10-31,256124.88035233223
"Edwards, CO",2004-10-31,384344.0078170928
"Durango, CO",2004-10-31,
"Ca-¦on City, CO",2004-10-31,
"Montrose, CO",2004-10-31,156903.8384351514
"Breckenridge, CO",2004-10-31,316109.5702644401
"Fort Morgan, CO",2004-10-31,
"Steamboat Springs, CO",2004-10-31,295406.2886826328
"Sterling, CO",2004-10-31,108786.09475621252
"Craig, CO",2004-10-31,130696.07219920788
"Denver, CO",2004-11-30,254824.4861858216
"Colorado Springs, CO",2004-11-30,210740.2716123309
"Fort Collins, CO",2004-11-30,253626.33683036172
"Boulder, CO",2004-11-30,306432.73859478027
"Greeley, CO",2004-11-30,222034.1936627057
"Pueblo, CO",2004-11-30,126515.62795985986
"Grand Junction, CO",2004-11-30,186000.7564835575
"Glenwood Springs, CO",2004-11-30,257055.40942353883
"Edwards, CO",2004-11-30,389017.8622728384
"Durango, CO",2004-11-30,
"Ca-¦on City, CO",2004-11-30,
"Montrose, CO",2004-11-30,157554.85235212135
"Breckenridge, CO",2004-11-30,318047.19710651686
"Fort Morgan, CO",2004-11-30,
"Steamboat Springs, CO",2004-11-30,296662.4707208336
"Sterling, CO",2004-11-30,109075.60744581115
"Craig, CO",2004-11-30,131612.84777919282
"Denver, CO",2004-12-31,255490.12187091223
"Colorado Springs, CO",2004-12-31,211412.4946993254
"Fort Collins, CO",2004-12-31,253841.66045821653
"Boulder, CO",2004-12-31,305944.049318267
"Greeley, CO",2004-12-31,221816.99135579087
"Pueblo, CO",2004-12-31,126548.93517497048
"Grand Junction, CO",2004-12-31,187306.63236376407
"Glenwood Springs, CO",2004-12-31,258149.9087029556
"Edwards, CO",2004-12-31,392830.5034739464
"Durango, CO",2004-12-31,
"Ca-¦on City, CO",2004-12-31,
"Montrose, CO",2004-12-31,158179.74658408735
"Breckenridge, CO",2004-12-31,319855.4537701747
"Fort Morgan, CO",2004-12-31,
"Steamboat Springs, CO",2004-12-31,297855.768716535
"Sterling, CO",2004-12-31,109384.03711129574
"Craig, CO",2004-12-31,132349.02602064313
"Denver, CO",2005-01-31,256233.32036895817
"Colorado Springs, CO",2005-01-31,212239.16297687613
"Fort Collins, CO",2005-01-31,253800.72262003133
"Boulder, CO",2005-01-31,305741.7322429337
